show_id,title,type,platform,primary_genre,genres,director,cast,country,language,release_year,date_added,rating,duration,duration_minutes,num_seasons,num_episodes,imdb_rating,rotten_tomatoes_score,imdb_votes,budget_million_usd,production_company,awards_won,hours_watched_million,description,year_added,month_added,content_age,rating_group,log_imdb_votes,log_budget,type_encoded,platform_encoded,primary_genre_encoded,country_encoded,language_encoded,rating_group_encoded
s69,A Silent Echo,Movie,Netflix,Romance,"Romance, Documentary, Fantasy",Unknown,"Margot Robbie, Tom Hanks, Daniel Craig",United Kingdom,English,2016,2017-11-27,PG,135 min,135.0,0.0,0.0,5.8,64,1674,8.2,Legendary Pictures,0,3,"A artist falls for a charming stranger, but their worlds couldn't be more different.",2017,11,1,Family,7.423568444259167,2.2192034840549946,0,7,15,22,2,1
s70,The Lincoln Lawyer,TV Show,Disney+,Drama,Drama,Unknown,"Antonio Banderas, Florence Pugh, Léa Seydoux, Jun Ji-hyun, Nicole Kidman",India,Hindi,2022,2022-02-02,TV-PG,2 Seasons,0.0,2.0,20.0,8.0,77,30498,14.9,Working Title Films,0,30,A criminal must confront personal demons while trying to save those he loves.,2022,2,0,Family,10.325449175172755,2.766319109226186,1,3,7,9,6,1
s71,In the Depths of Night,Movie,Paramount+,Comedy,Comedy,Unknown,"Kim Soo-hyun, Hiroyuki Sanada, Millie Bobby Brown, Ken Watanabe",China,Mandarin,2018,2023-01-03,PG-13,103 min,103.0,0.0,0.0,6.0,54,729,5.8,CJ Entertainment,0,1,scientist must navigate the chaos of suburban life.,2023,1,5,Teen,6.593044534142437,1.916922612182061,0,8,4,4,11,3
s72,When the Stars Fall,Movie,Hulu,Comedy,"Comedy, Adventure",Unknown,"Park Seo-joon, Scarlett Johansson, Javier Bardem",Japan,Japanese,1995,2000-01-27,PG,115 min,115.0,0.0,0.0,6.8,63,4564,28.6,Excel Entertainment,0,3,"When journalist meets a mysterious woman, their lives turn upside down.",2000,1,5,Family,8.426173793029069,3.3877743613300146,0,5,4,13,9,1
s73,Kingdom: Return,TV Show,Hulu,Anime,"Anime, Sci-Fi",Unknown,"Alia Bhatt, Florence Pugh, Robert De Niro, Cate Blanchett, Jun Ji-hyun",United States,English,2016,2016-03-01,TV-MA,1 Season,0.0,1.0,10.0,7.1,62,3631,14.9,Working Title Films,0,3,A musician must confront his past while discovering who he truly is.,2016,3,0,Adult,8.197538739721184,2.766319109226186,1,5,3,23,2,0
s74,The Last of Us: Revenge,TV Show,Amazon Prime Video,Documentary,"Documentary, Sports, Animation",Steven Chan-wook,"Alia Bhatt, Kim Soo-hyun, Dwayne Johnson",United States,English,2026,2026-03-04,TV-MA,2 Seasons,0.0,2.0,24.0,5.4,56,9473,14.9,MRC,0,6,An investigation into political scandal that shook the world.,2026,3,0,Adult,9.156306483483696,2.766319109226186,1,0,6,23,2,0
s75,A Broken Promise,Movie,Disney+,Comedy,"Comedy, Action",Unknown,"Ken Watanabe, Marion Cotillard, Jennifer Lawrence, Meryl Streep, Tilda Swinton",Australia,English,2025,2026-11-28,R,85 min,85.0,0.0,0.0,6.0,54,3875,35.1,MRC,0,1,"When criminal meets a stranger, their lives turn upside down.",2026,11,1,Adult,8.262558973010657,3.586292865338835,0,3,4,1,2,0
s76,A Silent Echo,Movie,Amazon Prime Video,Thriller,Thriller,Unknown,"Margot Robbie, Penélope Cruz, Aamir Khan",United Kingdom,English,2020,2020-08-21,R,107 min,107.0,0.0,0.0,7.0,67,1166,7.4,Amazon MGM Studios,0,2,"When teacher witnesses a crime, they become the target of a ruthless crime lord.",2020,8,0,Adult,7.062191632286556,2.128231705849268,0,0,19,22,2,0
s77,The Empress,TV Show,Amazon Prime Video,Comedy,"Comedy, Animation",Unknown,"Oscar Isaac, IU, Denzel Washington, Penélope Cruz",United States,English,2022,2023-03-05,TV-14,1 Season,0.0,1.0,10.0,7.6,64,99116,14.9,CJ Entertainment,1,84,musician must navigate the chaos of modern dating.,2023,3,1,Teen,11.504056249501163,2.766319109226186,1,0,4,23,2,3
s78,A Fragile Heart,Movie,Disney+,Comedy,"Comedy, Animation, Crime",Unknown,"Will Smith, Zendaya, Daniel Craig",India,Hindi,2022,2022-07-20,PG,112 min,112.0,0.0,0.0,7.5,66,37709,2.0,Sony Pictures,0,68,A scientist accidentally a deadly accident and hilarity ensues.,2022,7,0,Family,10.537680590252403,1.0986122886681096,0,3,4,9,6,1
s79,The Crown,TV Show,Hulu,Comedy,"Comedy, Anime",Sofia Kashyap,"Gong Yoo, Scarlett Johansson, Will Smith, Kim Soo-hyun",South Korea,Korean,2022,2023-12-18,TV-MA,1 Season,0.0,1.0,12.0,7.3,76,13753,14.9,Studio Ghibli,0,33,artist must navigate the chaos of modern dating.,2023,12,1,Adult,9.529084969879781,2.766319109226186,1,5,4,17,10,0
s80,Beyond Reality,Movie,Hulu,War,"War, Action",Unknown,"Kim Soo-hyun, Viola Davis, Park Seo-joon",United States,English,2013,2014-12-21,R,101 min,101.0,0.0,0.0,7.2,73,365165,0.5,Amazon MGM Studios,0,609,"As an old friend returning unfolds, scientist discovers a hidden truth.",2014,12,1,Adult,12.808107323697493,0.4054651081081644,0,5,20,23,2,0
s81,Between Lines,Movie,Amazon Prime Video,Animation,"Animation, Comedy",Alejandro Gerwig,"Ayaka Miyoshi, Brad Pitt, Leonardo DiCaprio",United Kingdom,English,1994,1995-09-24,Not Rated,87 min,87.0,0.0,0.0,7.3,74,2640,20.4,Working Title Films,0,5,A soldier must confront his past while trying to save those he loves.,1995,9,1,Adult,7.878912912297132,3.0633909220278057,0,0,2,22,2,0
s82,House of Cards,TV Show,HBO Max,Comedy,"Comedy, Kids",Unknown,"Jenna Ortega, Alia Bhatt, Meryl Streep",United States,English,2022,2023-10-07,TV-PG,1 Season,0.0,1.0,10.0,7.9,63,341,14.9,Working Title Films,2,0,mother must navigate the chaos of parenthood.,2023,10,1,Family,5.834810737062605,2.766319109226186,1,4,4,23,2,1
s83,Paradox,Movie,Crunchyroll,Romance,"Romance, Thriller, Crime",Unknown,"Priyanka Chopra, Alia Bhatt, Ayaka Miyoshi, Jenna Ortega",China,Mandarin,2020,2025-04-06,R,80 min,80.0,0.0,0.0,6.5,53,2786,14.0,Paramount Pictures,0,3,Two strangers meet in mansion and their lives are forever changed.,2025,4,5,Adult,7.932721027481948,2.70805020110221,0,2,15,4,11,0
s84,House of Cards,TV Show,Amazon Prime Video,Game Show,"Game Show, Mystery, Animation",Lars Spielberg,"Jenna Ortega, Margot Robbie, Léa Seydoux, Leonardo DiCaprio",United States,English,2004,2006-08-15,TV-14,1 Season,0.0,1.0,6.0,7.8,66,4621,14.9,Lionsgate,0,10,"As a mysterious disappearance unfolds, detective discovers a family conspiracy.",2006,8,2,Teen,8.438582790834326,2.766319109226186,1,0,9,23,2,3
s85,The White Lotus: Return,TV Show,JioCinema,Anime,"Anime, Talk Show",Unknown,"Park Seo-joon, Ken Watanabe, Ranbir Kapoor, Margot Robbie",South Korea,Korean,2002,2002-08-13,TV-14,2 Seasons,0.0,2.0,16.0,7.7,86,95,14.9,Ghibli,0,0,A mother must confront his past while trying to save those he loves.,2002,8,0,Teen,4.564348191467836,2.766319109226186,1,6,3,17,10,3
s86,Kingdom: Return,TV Show,Peacock,Drama,"Drama, Sports",Denis Hirani,"Amitabh Bachchan, Viola Davis",United States,English,2010,2010-09-20,TV-14,3 Seasons,0.0,3.0,30.0,8.3,83,919,14.9,Yash Raj Films,0,1,A scientist must confront his past while discovering who he truly is.,2010,9,0,Teen,6.824373670043086,2.766319109226186,1,9,7,23,2,3
s87,In the Shadow of Giants,Movie,Apple TV+,Action,Action,Barry Coogler,"Gong Yoo, Masami Nagasawa, Cate Blanchett",United States,English,2021,2026-01-19,PG-13,168 min,168.0,0.0,0.0,5.3,55,2745,23.9,Pixar,0,4,criminal must stop a shadowy organization before discovering who he truly is.,2026,1,5,Teen,7.917900586327916,3.214867803470662,0,1,0,23,2,3
s88,Eclipse,Movie,Netflix,Mystery,"Mystery, Sci-Fi",David Spielberg,"Masami Nagasawa, Angelina Jolie, Ken Watanabe",Japan,Japanese,1995,1996-08-25,Not Rated,60 min,60.0,0.0,0.0,7.3,58,969,15.6,Netflix Studios,0,1,"As an old friend returning unfolds, artist discovers his true identity.",1996,8,1,Adult,6.877296071497429,2.8094026953624973,0,7,13,13,9,0
s89,The Marvelous Mrs,TV Show,Amazon Prime Video,Documentary,"Documentary, Animation",Unknown,"Brad Pitt, Alia Bhatt",United States,English,2018,2018-08-05,TV-MA,1 Season,0.0,1.0,10.0,5.5,55,5639,14.9,T-Series,0,9,The true story of a deadly accident and the people who lived it.,2018,8,0,Adult,8.637639344492104,2.766319109226186,1,0,6,23,2,0
s90,The Last Journey,Movie,Amazon Prime Video,Horror,"Horror, Documentary",Sofia Kurosawa,"Marion Cotillard, Ryan Reynolds, Margot Robbie, Tom Hanks",United States,English,2005,2008-07-12,PG-13,92 min,92.0,0.0,0.0,5.3,42,69010,23.3,Illumination,0,37,"When teacher moves to apartment building, they awaken ancient curse.",2008,7,3,Teen,11.142021191163188,3.190476350346503,0,0,10,23,2,3
s91,When Love Breaks,Movie,Hulu,Drama,Drama,Unknown,"Song Kang-ho, Ryan Reynolds",United Kingdom,English,2017,2019-12-26,R,83 min,83.0,0.0,0.0,8.0,78,459,3.1,Universal Pictures,3,0,A detective must confront his past while trying to save those he loves.,2019,12,2,Adult,6.131226489483141,1.410986973710262,0,5,7,22,2,0
s92,Ozark,TV Show,HBO Max,Animation,"Animation, Kids",Unknown,"Jun Ji-hyun, Amitabh Bachchan, Leonardo DiCaprio",Germany,German,2017,2017-07-01,TV-PG,2 Seasons,0.0,2.0,44.0,7.2,71,421,14.9,Focus Features,1,1,"As a mysterious disappearance unfolds, teacher discovers a hidden truth.",2017,7,0,Family,6.045005314036012,2.766319109226186,1,4,2,8,4,1
s93,Fallout,TV Show,Apple TV+,Comedy,Comedy,Park Cuarón,"Pedro Pascal, Kareena Kapoor",Brazil,Portuguese,2012,2012-10-01,TV-14,1 Season,0.0,1.0,12.0,7.0,64,77,14.9,Skydance Media,0,0,journalist must navigate the chaos of parenthood.,2012,10,0,Teen,4.356708826689592,2.766319109226186,1,1,4,2,12,3
s94,The Astronaut,Movie,HBO Max,Sci-Fi,"Sci-Fi, Adventure, Animation",Anurag Hirani,"Jenna Ortega, Kareena Kapoor, Paul Mescal, Meryl Streep, Shah Rukh Khan",United States,English,2026,2026-05-14,R,89 min,89.0,0.0,0.0,6.3,69,9202,9.0,T-Series,0,14,"In the year 2099, humanity faces extinction from a parallel dimension.",2026,5,0,Adult,9.127284796838858,2.302585092994046,0,4,16,23,2,0
s95,Money Heist,TV Show,Netflix,Crime,Crime,Unknown,"Aamir Khan, Pedro Pascal, Vicky Kaushal",United Kingdom,English,2019,2019-10-01,TV-Y7,8 Seasons,0.0,8.0,80.0,7.3,77,19567,14.9,Lucasfilm,0,35,"As a deadly accident unfolds, doctor discovers a hidden truth.",2019,10,0,Kids,9.881650857926953,2.766319109226186,1,7,5,22,2,2
s96,Wednesday: Legacy,TV Show,Peacock,Crime,"Crime, Talk Show",Unknown,"Daniel Craig, Penélope Cruz, Brad Pitt",Japan,Japanese,2023,2023-10-26,TV-14,1 Season,0.0,1.0,16.0,5.6,68,204972,14.9,Ghibli,0,466,A detective must confront family secrets while risking everything.,2023,10,0,Teen,12.230633542129302,2.766319109226186,1,9,5,13,9,3
s97,In the Heart of Winter,Movie,Amazon Prime Video,Fantasy,Fantasy,Guillermo Cuarón,"Kareena Kapoor, Léa Seydoux, Lupita Nyong'o, Will Smith, Deepika Padukone",United States,English,2021,2021-02-07,R,118 min,118.0,0.0,0.0,8.3,85,21433,25.1,Blumhouse,0,18,"As a mysterious disappearance unfolds, artist discovers a family conspiracy.",2021,2,0,Adult,9.972733725272942,3.261935314328648,0,0,8,23,2,0
s98,Beyond Shadows,Movie,Disney+,Drama,"Drama, Fantasy, Action",Ryan Scorsese,"Paul Mescal, Ranveer Singh, Amitabh Bachchan, Timothée Chalamet, Gong Yoo",United States,English,2022,2022-01-20,PG-13,112 min,112.0,0.0,0.0,6.3,68,10322,18.0,20th Century Studios,0,17,"When detective loses everything, they embark on a journey to uncover the truth.",2022,1,0,Teen,9.24212969446559,2.9444389791664403,0,3,7,23,2,3
s99,The Last Whisper,Movie,Amazon Prime Video,Drama,Drama,Barry Chan-wook,"IU, Ryan Reynolds, Timothée Chalamet, Hiroyuki Sanada, Leonardo DiCaprio",Canada,English,2023,2026-04-14,R,120 min,120.0,0.0,0.0,7.8,73,1333,81.4,Lionsgate,3,1,"When scientist loses everything, they embark on a journey to uncover the truth.",2026,4,3,Adult,7.195937226475569,4.411585436915426,0,0,7,3,2,0
s100,In the Heart of Winter,Movie,Netflix,Sci-Fi,"Sci-Fi, Crime",Zoya Almodóvar,"Angelina Jolie, Gong Yoo, Jun Ji-hyun, Scarlett Johansson, Idris Elba",India,Hindi,2016,2016-05-16,R,159 min,159.0,0.0,0.0,6.3,57,5118,42.1,Bad Robot,0,9,A breakthrough in AI leads to unforeseen consequences.,2016,5,0,Adult,8.540714386457584,3.763522997109702,0,7,16,9,6,0
s101,The Night Agent,TV Show,Peacock,Documentary,Documentary,Unknown,"Marion Cotillard, Ryan Reynolds",Brazil,Portuguese,2018,2019-01-02,TV-14,7 Seasons,0.0,7.0,70.0,5.9,71,16428,14.9,Walt Disney Pictures,0,13,An investigation into corporate scandal that shook the world.,2019,1,1,Teen,9.706803344906337,2.766319109226186,1,9,6,2,12,3
s102,Between Tomorrow and Never,Movie,Paramount+,War,War,Greta DuVernay,"Cate Blanchett, Daniel Craig, Dwayne Johnson, Léa Seydoux, Zendaya",United States,English,2018,2018-07-14,G,142 min,142.0,0.0,0.0,5.6,74,1214,56.2,CJ Entertainment,0,1,"When musician loses everything, they embark on a journey to rebuild her life.",2018,7,0,Kids,7.102499355774649,4.046553898385752,0,8,20,23,2,2
s103,The Hunter,Movie,Peacock,Comedy,"Comedy, Sci-Fi, Crime",Zoya Akhtar,"Hiroyuki Sanada, Dwayne Johnson, Viola Davis, Priyanka Chopra",United States,English,2025,2026-07-26,PG,110 min,110.0,0.0,0.0,6.5,73,17313,12.3,Lionsgate,0,27,"When detective meets a stranger, their lives turn upside down.",2026,7,1,Family,9.75927070177572,2.5877640352277083,0,9,4,23,2,1
s104,Vertigo,Movie,Amazon Prime Video,Drama,"Drama, Comedy, Fantasy",Unknown,"Priyanka Chopra, Robert De Niro, Oscar Isaac, Léa Seydoux, Lupita Nyong'o",India,Hindi,2025,2026-10-10,R,95 min,95.0,0.0,0.0,7.0,76,53439,12.1,Amblin Entertainment,0,70,"When criminal loses everything, they embark on a journey to find redemption.",2026,10,1,Adult,10.886314808210527,2.5726122302071057,0,0,7,9,6,0
s105,The Astronaut,Movie,Paramount+,Action,Action,Alejandro Coppola,"Meryl Streep, Daniel Craig, Viola Davis, Alia Bhatt",United Kingdom,English,2018,2023-02-15,G,97 min,97.0,0.0,0.0,5.5,49,938,26.2,MAPPA,0,0,A former cop is pulled back into action when a deadly accident.,2023,2,5,Kids,6.844815479208263,3.3032169733019514,0,8,0,22,2,2
s106,In the Shadow of Giants,Movie,Peacock,Documentary,"Documentary, Action",Guillermo Peele,"Song Kang-ho, Meryl Streep",United Kingdom,English,2022,2023-03-01,R,117 min,117.0,0.0,0.0,7.4,80,2846,12.4,20th Century Studios,0,2,An in-depth look at tech billionaires and its impact on society.,2023,3,1,Adult,7.954021087278037,2.5952547069568657,0,9,6,22,2,0
s107,Squid Game: Revenge,TV Show,Netflix,Sci-Fi,Sci-Fi,Unknown,"Pedro Pascal, IU, Noah Schnapp, Gong Yoo",United States,English,1994,1996-09-04,TV-MA,6 Seasons,0.0,6.0,60.0,6.3,66,54855,14.9,A24,0,98,A breakthrough in quantum computing leads to unforeseen consequences.,1996,9,2,Adult,10.9124668489642,2.766319109226186,1,7,16,23,2,0
s108,A Fragile Heart,Movie,Amazon Prime Video,Musical,Musical,Greta Gerwig,"Masami Nagasawa, Ranbir Kapoor, Vicky Kaushal, Will Smith",France,French,1998,2003-08-20,G,122 min,122.0,0.0,0.0,6.3,71,3942,7.6,Illumination,0,6,"When mother loses everything, they embark on a journey to uncover the truth.",2003,8,5,Kids,8.279697133877628,2.151762203259462,0,0,12,7,3,2
s109,The Morning Show,TV Show,Netflix,Documentary,"Documentary, Crime, Mystery",Unknown,"Jun Ji-hyun, Kareena Kapoor, Florence Pugh, Meryl Streep, Masami Nagasawa",United Kingdom,English,2012,2012-08-14,TV-G,7 Seasons,0.0,7.0,84.0,6.6,66,4306,14.9,MAPPA,0,2,The true story of an old friend returning and the people who lived it.,2012,8,0,Kids,8.36799688505411,2.766319109226186,1,7,6,22,2,2
s110,The Watchmaker,Movie,Netflix,Drama,Drama,Hirokazu Jenkins,"Meryl Streep, Ayaka Miyoshi, Deepika Padukone, Hiroyuki Sanada, Noah Schnapp",Spain,Spanish,1985,1990-04-02,Not Rated,110 min,110.0,0.0,0.0,8.2,84,1010,31.9,Apple Studios,1,1,"As a deadly accident unfolds, scientist discovers his true identity.",1990,4,5,Adult,6.918695219020472,3.493472657771326,0,7,7,18,13,0
s111,The Last Light,Movie,Netflix,Comedy,"Comedy, Fantasy",Cate Coogler,"Javier Bardem, Penélope Cruz, Paul Mescal, Tom Hanks",Spain,Spanish,2026,2026-05-02,Not Rated,126 min,126.0,0.0,0.0,7.0,73,3760,4.5,Ghibli,0,1,A mother accidentally a mysterious disappearance and hilarity ensues.,2026,5,0,Adult,8.232440158470336,1.7047480922384253,0,7,4,18,13,0
s112,The Conductor,Movie,Disney+,Drama,"Drama, Action",Lars Villeneuve,"Alia Bhatt, Ranbir Kapoor",United States,English,1989,1989-10-05,PG-13,141 min,141.0,0.0,0.0,8.5,84,2218485,51.6,Focus Features,1,3740,"When criminal loses everything, they embark on a journey to rebuild her life.",1989,10,0,Teen,14.612335539210985,3.9627161197436642,0,3,7,23,2,3
s113,Emily in Paris,TV Show,Netflix,Drama,Drama,Unknown,"Millie Bobby Brown, Antonio Banderas, Emma Thompson",China,Mandarin,2016,2016-07-06,TV-MA,2 Seasons,0.0,2.0,32.0,7.8,84,20237,14.9,Universal Pictures,0,17,"As a shocking revelation unfolds, artist discovers his true identity.",2016,7,0,Adult,9.915317304289704,2.766319109226186,1,7,7,4,11,0
s114,The Cartographer,Movie,HBO Max,Romance,Romance,Quentin Akhtar,"Oscar Isaac, Emma Thompson, Millie Bobby Brown, Jennifer Lawrence, Dwayne Johnson",Nigeria,English,2014,2014-10-23,PG-13,142 min,142.0,0.0,0.0,6.1,64,35848,6.8,Sony Pictures,0,87,Two strangers meet in mansion and their lives are forever changed.,2014,10,0,Teen,10.487070951635932,2.0541237336955462,0,4,15,15,2,3
s115,In the Shadow of Giants,Movie,Disney+,Drama,Drama,Quentin Prince-Bythewood,"Penélope Cruz, Masami Nagasawa, Lupita Nyong'o",Italy,Italian,2020,2020-03-04,PG-13,95 min,95.0,0.0,0.0,5.5,62,14365,3.0,Sony Pictures,0,6,"As an old friend returning unfolds, mother discovers a hidden truth.",2020,3,0,Teen,9.572619582634747,1.3862943611198906,0,3,7,12,8,3
s116,Beyond the Silence,Movie,Hulu,Musical,"Musical, Documentary, Thriller",Pedro Scorsese,"Marion Cotillard, Robert De Niro, Nicole Kidman, Alia Bhatt",India,Hindi,2022,2022-12-02,PG-13,74 min,74.0,0.0,0.0,7.9,73,1044,30.7,Lionsgate,1,1,"As an old friend returning unfolds, criminal discovers his true identity.",2022,12,0,Teen,6.951772164398911,3.456316680883235,0,5,12,9,6,3
s117,When We Were Young,Movie,Netflix,Action,"Action, Fantasy",Christopher Joon-ho,"Zendaya, Angelina Jolie, Leonardo DiCaprio, Vicky Kaushal, Masami Nagasawa",Turkey,Turkish,2005,2009-09-16,PG,125 min,125.0,0.0,0.0,7.4,86,1764,104.7,Focus Features,1,2,artist must stop a ruthless crime lord before discovering who he truly is.,2009,9,4,Family,7.475905969367397,4.660604892876192,0,7,0,21,17,1
s118,The Lincoln Lawyer,TV Show,Peacock,Sci-Fi,"Sci-Fi, Anime",Denis Akhtar,"Brad Pitt, Song Kang-ho, Pedro Pascal, Alia Bhatt",United States,English,2001,2006-06-23,TV-14,1 Season,0.0,1.0,22.0,6.0,73,4282,14.9,MRC,0,9,"When criminal discovers they can travel through time, reality begins to shift.",2006,6,5,Teen,8.36240897761537,2.766319109226186,1,9,16,23,2,3
s119,Eclipse,Movie,Netflix,Crime,"Crime, Sci-Fi",Martin Prince-Bythewood,"Dwayne Johnson, Angelina Jolie, Ryan Reynolds, Daniel Craig",South Korea,Korean,2024,2025-11-07,R,139 min,139.0,0.0,0.0,6.3,61,4130,8.2,Legendary Pictures,0,4,A musician must confront impossible odds while risking everything.,2025,11,1,Adult,8.326274787396764,2.2192034840549946,0,7,5,17,10,0
s120,Wednesday,TV Show,HBO Max,Documentary,Documentary,Greta Kashyap,"Millie Bobby Brown, Jun Ji-hyun, Zendaya, Marion Cotillard, Ayaka Miyoshi",United Kingdom,English,2010,2011-02-25,TV-MA,2 Seasons,0.0,2.0,32.0,7.0,77,14548,14.9,T-Series,0,35,An investigation into corporate scandal that shook the world.,2011,2,1,Adult,9.585277541715389,2.766319109226186,1,4,6,22,2,0
s121,When Night Comes,Movie,HBO Max,Comedy,Comedy,Alejandro Kashyap,"Nicole Kidman, Ranveer Singh, Vicky Kaushal, Zendaya, Paul Mescal",United States,English,2009,2009-01-21,Not Rated,108 min,108.0,0.0,0.0,6.7,77,1448,6.9,Legendary Pictures,0,1,"When detective meets a rival, their lives turn upside down.",2009,1,0,Adult,7.278628942320682,2.066862759472976,0,4,4,23,2,0
s122,In the Shadow of Giants,Movie,Netflix,Horror,"Horror, Action",Unknown,"Florence Pugh, Marion Cotillard",South Korea,Korean,2024,2024-02-07,PG-13,57 min,57.0,0.0,0.0,5.4,46,15437,10.8,Paramount Pictures,0,14,"When journalist moves to apartment building, they awaken ancient curse.",2024,2,0,Teen,9.6445872815098,2.468099531471619,0,7,10,17,10,3
s123,Beyond Redemption,Movie,Amazon Prime Video,Comedy,Comedy,Unknown,"Denzel Washington, Penélope Cruz",United States,English,2021,2021-06-10,PG-13,145 min,145.0,0.0,0.0,9.0,92,132421,4.0,Apple Studios,0,142,A mother accidentally a shocking revelation and hilarity ensues.,2021,6,0,Teen,11.793749071823473,1.6094379124341003,0,0,4,23,2,3
s124,A Distant Memory,Movie,Amazon Prime Video,Comedy,Comedy,Christopher von Trier,"Robert De Niro, Jennifer Lawrence, Hiroyuki Sanada",United States,English,2011,2016-04-18,R,140 min,140.0,0.0,0.0,6.0,55,293329,25.0,Blumhouse,0,622,detective must navigate the chaos of suburban life.,2016,4,5,Adult,12.58905353408535,3.258096538021482,0,0,4,23,2,0
